username,full_name,is_verified,has_anonymous_profile_picture,biography_len,external_url,followers,following,has_clips,highlight_count,is_professional_account,is_private,media_count,total_tags,total_likes,total_comments,name_length,media_count_of_data_collected,average_likes
muhammed___safwann__,��muhammed__safwan__��,0,1,106,0,1260,1202,1,1,0,0,8,15,619,39,22,8,77.375
thrilok_the_hunter,�kiran,0,0,106,0,1073,491,0,5,0,0,4,0,734,116,6,4,183.5
dr._duo_,hell world..⚠️,0,0,1,0,364,1192,1,3,0,0,2,0,8223,0,14,2,4111.5
itsmeayshha,�عائشة سلتانا�,0,0,62,0,197,330,0,0,0,1,2,0,98,33,15,2,49
________________________bilal,_________fathima,0,0,2,0,754,1481,1,0,1,0,15,0,644,26,16,12,53.66666667
keerthi_4598,keerthi_.,0,1,141,0,1174,134,0,0,0,0,0,0,0,0,9,0,0
ira___fathima,IRA__FATHIMA,0,0,109,0,501,25,0,0,0,0,0,0,0,0,12,0,0
__.lydia_rose.__,�����    ����,0,0,0,0,527,287,0,0,0,1,0,0,0,0,13,0,0
_.nisha_ramesh_._,0,0,0,99,0,489,6,0,0,0,0,0,0,0,0,0,0,0
_vignesh_unni,⏤͟͟͞͞๛✮ุွဳ⃟�ʟᴏɴᴇ Bᴏɪ⏤͟͟͞͞๛,0,0,102,0,1209,1184,0,0,1,0,1,1,147,48,26,1,147
moon___walker_______,Moon____Walker ____,0,0,74,0,1670,1409,0,1,0,0,22,7,2876,237,19,12,239.6666667
c_a_n_ti,ABhi Manyu,0,1,1,0,1255,2316,0,3,0,0,3,0,743,59,10,3,247.6666667
aiiswarya__,aiswarya,0,0,109,0,1143,68,0,0,0,0,0,0,0,0,8,0,0
anu380690,anuraj,0,0,0,0,933,5443,0,1,0,0,0,0,0,0,6,0,0
_ayisha______salam_,S_a_n_a____,0,0,0,0,1176,677,1,1,0,0,4,0,1341,17,11,4,335.25
__hiba_hibuu_,hiba fathima,0,0,42,0,2047,1493,1,0,1,0,6,0,523,42,12,6,87.16666667
fahima__fthi_,✿ƒA†ħÏ✿,0,0,146,0,3082,3,1,2,0,1,3,3,1858,212,8,3,619.3333333
rinnnyy117,rinnn,0,0,0,0,3266,1954,0,1,0,1,166,0,877,26,5,12,73.08333333
nimm_y17,Nimmy,0,0,66,0,6027,360,0,0,0,1,2,0,1925,421,5,2,962.5
ffc_fan_fun_club_official_,KU KU CHA OFFICIAL (40K �),0,0,87,1,33764,2,1,5,1,0,2328,0,36619,534,26,12,3051.583333
sandhya_nair_99,മൗനം,0,0,41,0,82,37,0,0,0,0,20,2,124,32,4,12,10.33333333
_sanika_nika_,Sanika A,0,0,41,0,107,127,0,0,0,1,0,0,0,0,8,0,0
napom992,0,0,0,0,0,43,98,0,0,0,0,0,0,0,0,0,0,0
_kaththi_engira_kathiresan_,വില്ലാദി വില്ലൻ,0,0,14,0,18,27,0,0,0,0,0,0,0,0,15,0,0
badboy_07070707,✨b.a.d b.o.y✨,0,0,23,0,60,277,0,0,0,1,0,0,0,0,13,0,0
s.r.k11121984,S.R.K,0,0,8,0,606,7478,0,1,1,0,59,0,1054,19,5,12,87.83333333
palu_fansclub,pfc official,0,0,122,0,169,45,1,1,0,0,64,0,801,179,12,12,66.75
s4babes013,0,0,0,6,0,569,2238,0,0,0,0,3,0,312,0,0,3,104
sruthy_aravind_97,sruthy Aravind,0,0,114,0,44,261,0,0,0,1,0,0,0,0,14,0,0
jillu_sathya94,jillu sathya,0,0,18,0,4,1,0,0,0,0,1,0,1,0,12,1,1
jithin_brutal_throttlez,Jithiŋ Prakash,0,0,132,1,915,3489,1,1,0,0,96,38,992,29,14,12,82.66666667
_ri_d_er_g_i_r_l_,shifna,0,0,16,0,110,1404,0,0,0,0,6,0,87,4,6,6,14.5
__rider._.girl_,0,0,0,52,0,93,214,0,0,0,0,1,0,67,4,0,1,67
angel_mari_ya,queen of wild,0,0,0,0,18,18,0,0,0,0,0,0,0,0,13,0,0
malluboy6483,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
__arjun___chenthippil___,ᴀʀᴊᴜɴ ᴄʜᴇɴᴛʜɪᴘᴘɪʟ,0,1,0,0,66,37,0,0,0,0,0,0,0,0,17,0,0
jobin3127,0,0,1,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0
enjoy__boy_,enjoy.boy,0,0,0,0,899,4232,0,0,1,0,4,0,173,5,9,4,43.25
aloy_viju_ser,viju valsan��,0,0,107,0,50,18,0,0,0,0,0,0,0,0,13,0,0
aswa.thy6825,☞︎︎︎Aswathy ☜︎︎︎,0,0,105,0,51,32,0,0,0,0,0,0,0,0,16,0,0
sanj_078,sanj_07,0,1,0,0,3,53,0,0,0,1,0,0,0,0,7,0,0
killar___fish,billi,0,0,0,0,338,1390,0,0,1,0,0,0,0,0,5,0,0
_ridergirlvishakha_,Vishakha Fulsunge || India��,0,0,135,0,115,2,1,5,1,0,27,52,653,93,28,12,54.41666667
soniya_._verma,SONIYA�,0,0,11,0,561,0,0,0,0,0,2,0,70,8,7,2,35
fap_.world,Fap_World,0,0,119,0,10397,1225,1,5,0,0,207,50,3731,220,9,12,310.9166667
venk_iteshapaikanan,0,0,1,0,0,11,61,0,0,0,0,0,0,0,0,0,0,0
dr.eamer3729,rider girl,0,0,0,0,60,3,0,0,0,0,0,0,0,0,10,0,0
tmkoc.legand.fc,����� �����,0,0,84,1,43138,18,1,13,1,0,2678,2,7737,160,11,12,644.75
_joker_king_404,ɪᴛ's ᴍᴇ� �ꪮ�ꫀ� ��ꪀᧁ�,0,0,14,0,387,101,0,2,1,0,27,113,1258,122,20,12,104.8333333
4l4x33,0,0,1,0,0,17,79,0,0,0,0,0,0,0,0,0,0,0
kalippan_ser,.,0,0,95,0,502,15,1,2,0,0,25,0,790,75,1,12,65.83333333
ask.beatz,askbeatz,0,0,78,0,45,170,0,1,1,0,1,5,13,0,8,1,13
sexy._.tmkoc,��BABITA ANJALI FAN��,0,0,127,0,9969,45,0,10,0,1,190,5,5678,68,21,12,473.1666667
tmkoc._meme9,tmkoc_meme,0,0,6,0,2457,17,1,0,1,0,87,0,2440,19,10,12,203.3333333
the_piston_bull_3427,Mohammed Bashil,0,0,0,0,1034,6953,0,0,0,0,11,0,1415,36,15,11,128.6363636
bollysxysceness,Bollywood page,0,0,114,1,88844,142,1,26,1,0,1361,113,9621,220,14,12,801.75
vvk_sathya_,�وِویک سَتیَ�,0,0,0,0,1111,356,0,7,0,0,49,6,1691,285,13,12,140.9166667
blk_motivationtips,�� ��� ������✊�,0,0,150,1,130807,982,1,6,1,0,598,9,322,6,15,12,26.83333333
zoyas995,0,0,0,0,0,1236,2276,0,2,0,0,761,0,734,12,0,12,61.16666667
kinjal_56677,kinju,0,1,7,0,774,0,0,0,0,1,0,0,0,0,5,0,0
ruchiescirt,Raand Tej,0,0,0,0,383,465,0,8,0,0,0,0,0,0,9,0,0
hacker369gm,0,0,0,0,0,20,25,0,0,0,0,0,0,0,0,0,0,0
bollyadultmemes19,Bolly Memes19,0,0,120,0,5208,148,0,0,0,1,63,22,2538,16,13,12,211.5
ig_x_t_r_o_n,Ig Xtron,0,0,0,0,161,99,0,0,0,0,1,0,30,5,8,1,30
troll_devilz,�MAR CUTZZ��,0,0,133,1,677,279,1,9,1,0,114,2,1825,90,12,12,152.0833333
apoozz.mp4,Apoozz.mp4,0,0,43,0,626,622,0,1,0,0,1,0,48,2,10,1,48
anoopchanadran,itz.me.anoop,0,0,8,0,27,394,0,0,0,0,0,0,0,0,12,0,0
vedic__11,vedica__11❤️,0,0,0,0,81,544,0,0,0,0,0,0,0,0,12,0,0
mikky1232004,shalani,0,0,29,0,901,341,0,0,0,0,0,0,0,0,7,0,0
sexyactress_arena,Anshika,0,0,72,0,523,702,1,48,1,0,156,1,150,7,7,12,12.5
hot_actress_pics_00,Tony,0,0,18,0,889,518,0,0,0,0,0,0,0,0,4,0,0
_rider__girl_,Arya Ramachandran,0,0,12,0,562,1093,1,1,0,0,2,0,150,8,17,2,75
kukucha_tm,Kukucha™️,0,0,38,0,942,1,0,0,1,0,22,0,590,8,9,12,49.16666667
jameel_ahd,jameel,0,1,0,0,393,633,0,0,0,0,2,0,128,39,6,2,64
shivangi_love_of_life,Ritika sajdeh k dewwana,0,0,11,0,878,935,0,0,0,0,95,20,142,4,23,12,11.83333333
wanderer_girl10,0,0,0,51,0,16,5,0,0,0,0,0,0,0,0,0,0,0
mrponnikkara,Fake,0,0,0,0,19,118,0,0,0,0,0,0,0,0,4,0,0
kalippante56,ammu ammus,0,0,46,0,268,164,0,0,0,0,7,0,228,7,10,7,32.57142857
jaykumar______,�Jay Gaikwad�,0,1,67,1,873,1392,0,2,0,0,0,0,0,0,13,0,0
neni.wahyuni.7583,neni,0,1,0,0,1494,4129,0,0,0,0,0,0,0,0,4,0,0
kutty_hacker_,SHERLOCK,0,0,142,0,234,129,0,2,0,0,8,4,305,20,8,8,38.125
mr_lu_ka,wrong,0,0,0,0,257,870,0,0,0,0,0,0,0,0,5,0,0
kalippante__kurumbi,crazy queen��,0,0,31,0,93,10,0,0,0,0,0,0,0,0,13,0,0
ra.mzi5061,RiDeR---GiRL�,0,0,0,0,33,0,0,0,0,0,0,0,0,0,13,0,0
actress__unseen__fake__,actress unssen fake,0,0,98,0,5479,238,1,1,0,1,50,69,4359,179,19,12,363.25
cyberkiller731,Cyber Killer,0,0,97,0,97,69,0,2,0,0,9,1,43,1,12,9,4.777777778
_rider_girl_sneha,Its me sneha,0,0,46,0,147,62,0,0,0,0,0,0,0,0,12,0,0
abhinav___achuzz,��������,0,0,66,0,324,4086,0,0,1,0,7,4,112,5,8,7,16
kerala_hackers_community,кєяαℓα_нα¢кєяѕ®️,0,0,146,1,1013,7,0,0,1,0,1,0,135,2,16,1,135
lighting_bill,0,0,0,18,0,49,206,0,3,1,0,1,0,9,0,0,1,9
an0n.h4ck3r876,Ⱨ͓̽₳͓̽₵͓̽₭͓̽3͓̽Ɽ͓̽ ͓̽8͓̽7͓̽6͓̽,0,0,116,1,1294,5,0,2,1,0,2,1,87,4,30,2,43.5
qwar_es,JAMES,0,0,27,0,395,32,0,0,0,0,0,0,0,0,5,0,0
ushausha3539,Usha Usha,0,0,0,0,293,113,0,0,0,0,0,0,0,0,9,0,0
anonymous__77777__,anonymous,0,0,6,0,18,46,0,0,0,0,1,1,10,1,9,1,10
temp200782,Star,0,0,21,0,51,83,0,0,0,0,0,0,0,0,4,0,0
__kl_kalippan___,ᴋᴸ亗ᴋᴀʟɪᴘᴘᴀɴ亗,0,0,146,0,1066,1694,0,0,0,0,1,0,132,3,12,1,132
_alone_hkr,unknown,0,0,6,0,33,135,0,0,1,0,3,0,8,0,7,3,2.666666667
hareesh_346,Hari,0,0,99,0,6,33,0,0,0,0,1,0,5,0,4,1,5
kkanilkumar88,Manoj K K Mano,0,0,0,0,183,28,0,0,0,0,0,0,0,0,14,0,0
abhijithas3,Abhijith AS,0,1,0,0,164,1373,0,0,0,0,0,0,0,0,11,0,0
kalippante_kanthari_345,Kalippante Kanthari,0,0,0,0,127,26,0,0,0,0,0,0,0,0,19,0,0
noushaderakkingal,Noushad Erakkingal,0,0,0,0,21,4,0,0,0,0,0,0,0,0,18,0,0
121_kingdom,0,0,0,140,0,8,5,0,0,0,0,1,0,2,0,0,1,2
em_pe_r_mo_on,Emper _moon,0,0,0,0,1022,156,0,0,0,0,0,0,0,0,11,0,0
__aladhin_,NS__boy,0,0,79,0,188,59,0,0,1,0,22,25,766,25,7,12,63.83333333
_nadiinelmogay_,El MoGaY..✨,0,0,20,0,3564,6493,0,1,1,0,0,0,0,0,11,0,0
white._wing,Bʟᴀᴄᴋ Hᴏʟᴇ H4ᴄᴋᴇʀ,0,0,51,0,56,35,0,0,0,0,0,0,0,0,17,0,0
_mr.__.anonymous_,��ᥑґ�Ŋ.₋.���Յ,0,0,96,0,1930,1116,0,1,1,0,2,4,218,4,13,2,109
sharif5573,Sharif Uddin,0,0,0,0,548,7461,0,2,0,0,28,0,351,8,12,12,29.25
dominareld2017,dominar400,0,0,0,0,81,426,0,0,0,0,1,0,27,1,10,1,27
kohlathin,MG MG Kohlathin,0,0,0,0,37,27,0,0,0,0,0,0,0,0,15,0,0
manisha_169,Manisha,0,0,0,0,67,8,0,0,0,0,3,0,110,21,7,3,36.66666667
thejus_george_thomas,Thejus George Thomas,0,1,0,0,3125,7181,0,0,0,0,0,0,0,0,20,0,0
jobinpop,john jobin,0,0,13,0,37,57,0,0,0,0,0,0,0,0,10,0,0
mallu_hacher,MALLU_HACKER,0,0,54,0,16,75,0,0,0,0,2,0,10,0,12,2,5
shahbazali5518gm,shahbazali5518@gmlicom,0,0,0,0,65,190,0,0,0,0,4,0,9,0,22,4,2.25
malluhackers,Mallu Hackers |kerala|,0,0,31,0,206,105,0,0,0,0,4,0,172,7,22,4,43
shencherzinc,Aladin Shencher Zinc,0,0,0,0,195,375,0,0,0,0,0,0,0,0,20,0,0
surjitkumar420good,surjeet singh,0,0,0,0,50,115,0,0,0,0,10,0,55,2,13,10,5.5
aravithappu49,appu,0,0,0,0,50,240,0,0,0,0,12,0,49,0,4,12,4.083333333
diyav2020,Diya V ��,0,0,0,0,30,156,0,0,0,0,7,0,47,4,9,7,6.714285714
devudevutty900,♕︎����������� �����♕︎,0,0,116,0,132,551,0,0,0,0,5,0,89,4,21,5,17.8
pu_bg2311,sivani gubdha,0,0,0,0,28,88,0,0,0,0,0,0,0,0,13,0,0
ridergirl5731,Rider girl,0,0,2,0,33,31,0,0,0,0,1,0,3,0,10,1,3
kalippantekanthariii_,kalippante kantharii���,0,0,0,0,116,200,0,0,0,0,1,0,48,0,23,1,48
ardi5211,Ahmad Ardi,0,0,0,0,88,458,0,0,0,0,6,0,77,4,10,6,12.83333333
___suriya_sfc___,Bad Boy,0,0,27,0,95,563,0,0,0,0,16,0,77,1,7,12,6.416666667
mohammadzain4230,Mohammad Zain,0,0,0,0,733,6708,0,0,0,0,0,0,0,0,13,0,0
mohini_cd,Mohini Patil,0,0,0,0,1014,264,0,0,0,0,18,0,599,33,12,12,49.91666667
ravezy_,Ravezy,0,0,2,0,92,994,0,0,0,0,0,0,0,0,6,0,0
nandkishorkimola,jhakhd,0,0,0,0,545,7052,0,7,0,0,12,0,558,20,6,12,46.5
rkk5345,rkk,0,0,0,0,74,421,0,0,0,0,0,0,0,0,3,0,0
anu_fem,anu_fem,0,0,0,0,857,168,0,0,0,0,2,0,410,28,7,2,205
naira.sethi,Naira sethi,0,0,0,0,92,199,0,0,0,0,20,0,334,25,11,12,27.83333333
nithishkumar3886,nithishkumar,0,0,82,0,313,1665,0,5,1,0,54,0,987,6,12,12,82.25
ansal_abdul_,0,0,1,0,0,39,265,0,0,0,0,0,0,0,0,0,0,0
harisputra250,ooo,0,1,0,0,368,1293,0,0,0,0,1,0,12,0,3,1,12
through_the_nature,JP,0,0,25,0,172,1046,0,0,0,0,5,0,116,3,2,5,23.2
dhawnigupta,Dhawni Gupta,0,1,0,0,270,422,0,0,0,0,4,0,203,14,12,4,50.75
viswa_jaya,jaya Reddy,0,0,0,0,3001,6659,0,0,0,0,0,0,0,0,10,0,0
need4speed44,Need 4 speed,0,1,0,0,315,7155,0,0,0,0,1,0,15,0,12,1,15
kirt_ria_ali,kirt Ali,0,1,0,0,306,2473,0,0,0,0,18,0,289,4,8,12,24.08333333
zakir3707,Zakir Shaikh,0,0,0,0,236,2140,0,0,0,0,28,0,93,6,12,12,7.75
dha.mu,Dha Mu,0,0,0,0,118,1907,0,0,0,0,1,0,335,3,6,1,335
kuryan_007,george kuryan,0,1,0,0,364,2336,0,2,0,0,0,0,0,0,13,0,0
instakab,kab,0,0,0,0,279,3245,0,0,0,0,2,0,483,7,3,2,241.5
ayushouts,ayushouts,0,0,38,1,1908,1500,0,0,0,0,95,18,1633,37,9,12,136.0833333
_kriiishnaaa____,Krishna Rajeev,0,0,23,1,920,694,1,6,0,1,44,12,4289,237,14,12,357.4166667
sim.run03,Simran Kathpalia,0,0,27,0,374,379,0,6,0,1,14,17,1473,189,16,12,122.75
sarang_dileep_,Sarang Dileep,0,0,0,0,476,554,0,0,0,1,9,1,1086,75,13,9,120.6666667
krishna_manoj._,KRISHNA MANOJ✨,0,0,23,0,524,516,0,5,0,1,0,0,0,0,14,0,0
ritka_098,Ritika,0,1,0,0,680,775,0,12,0,1,0,0,0,0,6,0,0
officialcjunior,aswin chandanaveli �️,0,0,36,1,907,916,1,11,1,0,58,17,2484,122,21,12,207
sidharth.a_s_s,sidhartha sakthidharan,0,0,28,0,506,488,0,0,0,1,13,17,1603,98,22,12,133.5833333
_adil1._,Adil Ashraf,0,0,0,0,1486,809,0,12,1,0,18,82,5816,229,11,12,484.6666667
itzz_me__anu,Anugraha,0,0,32,0,363,433,0,12,0,1,5,7,983,85,8,5,196.6
_vipulv,ѴιƤʋ˩ Ѵ,0,0,85,0,422,417,1,12,0,0,16,50,2194,470,7,12,182.8333333
samrudha_lakshmi,Samrudha lakshmi,0,0,109,0,587,701,0,12,0,1,13,7,2655,326,16,12,221.25
dev.ipriya,Devipriya❤️,0,0,10,0,535,527,0,1,0,1,0,0,0,0,11,0,0
jeevan__jeevz,Jeevan Pramod,0,0,147,1,1073,718,0,2,1,0,5,29,1908,80,13,5,381.6
jerin.shaji13,Jerin Shaji,0,0,45,0,765,794,0,1,1,0,67,37,2498,187,11,12,208.1666667
khyaaathi,Me,0,0,55,0,1113,733,0,8,0,1,5,2,1701,132,2,5,340.2
yadhu.jpg,Yadhu Krishna M,0,0,1,1,987,1273,0,8,1,0,61,30,2407,92,15,12,200.5833333
__aks_hay_____,Akshay KS,0,0,56,0,561,539,0,0,0,0,8,18,1432,139,9,8,179
amrithasree_sn,amchii,0,0,2,0,372,505,1,7,0,1,10,10,1771,409,6,10,177.1
bingazuran,Hrishikesh P,0,0,42,0,405,449,1,2,1,0,40,27,1936,396,12,12,161.3333333
bh_ara_thh,Bharath Harish,0,0,56,0,509,654,0,3,0,1,15,55,2203,449,14,12,183.5833333
__anugrahh__,AnugraH DAS,0,0,52,0,556,472,0,8,0,1,15,29,2181,336,11,12,181.75
hxskyxx.xo,0,0,0,4,0,35,34,0,0,0,1,2,0,31,5,0,2,15.5
saiharika_16.6,___Hàríķa___,0,0,0,0,289,205,0,1,0,1,8,5,1157,76,15,8,144.625
lax.mi_m,Lekshmi Manoj,0,0,8,0,537,662,0,0,0,1,0,0,0,0,13,0,0
kutty_sankaran_,Deva..,0,0,17,0,312,247,0,0,0,1,6,16,921,309,6,6,153.5
_d_e_v_a_h_,Devagayathri,0,0,58,0,755,1229,0,1,0,1,7,10,2351,359,12,7,335.8571429
gopika__08,Gopika Gireesh,0,0,35,0,910,934,0,5,0,1,31,22,5094,481,14,12,424.5
sreedevishyamkumarmk,sreedevishyamkumar,0,1,0,0,366,371,0,0,0,1,2,7,410,165,18,2,205
____karthika____,��������,0,0,94,1,1182,869,0,12,0,1,7,5,2722,202,8,7,388.8571429
sdd410_,Ft.me,0,0,5,0,1036,1073,0,3,0,1,0,0,0,0,5,0,0
_shogil_,ShoGil Babu,0,0,42,1,1309,1064,1,15,1,0,135,41,3080,197,11,12,256.6666667
sayanth_b_kumar,��️K,0,0,32,0,603,766,0,9,0,0,9,16,2007,172,4,9,223
_devika_s_menon,✨ᎠᎬᏉᎥᏦᎪ ✨,0,0,45,0,821,631,0,2,0,1,1,3,406,57,9,1,406
thalha.jamshid,Thalha,0,0,2,0,716,712,0,3,0,0,3,7,752,126,6,3,250.6666667
meenakshy_sreedhar_,Meenakshy Sreedhar,0,0,1,0,640,529,0,5,0,1,9,21,2230,148,18,9,247.7777778
adithya_amarnath,ADITHYA AMARNATH,0,0,2,0,741,457,0,0,0,1,7,9,1336,9,16,7,190.8571429
pranavi__gera,P P G,0,0,0,0,1227,1001,0,12,0,1,96,10,5050,133,5,12,420.8333333
_abijith_prasanthan_,Abijith Prasanthan,0,0,26,0,489,514,0,2,0,1,10,11,944,43,18,10,94.4
manneri_bro,����� �������,0,0,100,0,1316,978,1,9,1,0,99,20,2558,114,13,12,213.1666667
aloshya_joy,V A V A,0,0,85,0,919,1366,0,1,0,1,10,45,4462,430,7,10,446.2
naharnazar,Nahar Nazar,0,0,128,0,393,761,0,3,0,1,9,9,906,59,11,9,100.6666667
abhishek.nair1,Abhishek Nair,0,0,143,1,590,509,1,3,1,0,4,10,1075,186,13,4,268.75
polo.theboss,Polo �❤️,0,0,125,0,161,156,1,3,1,0,33,17,483,26,8,12,40.25
abhisheknair_in,Abhishek �,0,0,98,0,936,479,1,7,0,1,99,9,2434,200,10,12,202.8333333
miteshsk7,Mitesh,0,0,0,0,715,606,0,7,0,1,30,42,2721,215,6,12,226.75
sradha_shaji,sradha_shaji,0,0,21,0,338,370,0,0,0,1,21,6,1973,118,12,12,164.4166667
dr.basikka.bakthan,BASI BLOOD,0,0,132,0,106,172,1,1,0,0,9,1,278,99,10,9,30.88888889
rithik_telstar,rithik,0,0,43,0,770,678,0,7,1,0,115,44,2548,374,6,12,212.3333333
ameen0222,Ameen Abdu Rahim,0,0,16,0,469,495,0,1,0,1,7,9,775,49,16,7,110.7142857
jewelfoster_,Jewel Foster,0,0,52,0,345,129,0,2,0,1,0,0,0,0,12,0,0
_praveena_kumaraswamy,प्रवीणा �,0,0,17,1,702,680,0,6,0,1,47,72,3881,376,9,12,323.4166667
ga_yeah_tri,G A Y A T R I,0,0,52,0,530,336,0,6,0,1,0,0,0,0,13,0,0
am_sooraj_,�‌�‌�‌�‌�‌�‌,0,0,51,0,1002,1892,0,0,1,0,13,10,2767,118,12,12,230.5833333
aidrincorreya,█ ���ℝ�ℕ ℂ�ℝℝ��� █,0,0,124,0,1081,982,0,6,1,0,19,4,4470,593,18,12,372.5
adwaid__k_,Adwaid K Sivaram,0,0,0,0,352,510,0,1,0,1,1,8,178,14,16,1,178
aswathi_padmakumar,Aswathi Padmakumar,0,0,37,0,644,555,0,6,0,1,11,5,3182,208,18,11,289.2727273
k_rth__k,Karthik Maddala,0,0,0,0,123,118,0,0,0,1,2,0,85,11,15,2,42.5
a_t_m_a_s_v_i_b_e_s,Akhil B Nair,0,0,124,0,457,1354,1,5,0,1,41,193,1375,379,12,12,114.5833333
punnya__k,PUNNYA,0,0,26,0,170,218,0,1,0,1,0,0,0,0,6,0,0
_anjali_mohan__,Anjali Mohan,0,0,0,0,342,339,0,0,0,1,0,0,0,0,12,0,0
__kuk_ku___,$n€#@  $७४€$#,0,0,149,0,198,207,0,0,0,1,0,0,0,0,13,0,0
th_eja_,The_ja,0,0,0,0,371,447,0,0,0,1,2,0,228,18,6,2,114
kxrtxkxyoo,�‍♀️,0,0,42,0,147,127,1,0,0,1,52,15,823,27,4,12,68.58333333
__marika__private__0,•������� ������������•,0,0,62,0,173,218,0,3,0,1,0,0,0,0,22,0,0
sathya_sathyajith_,Sathyajith K Jith,0,0,68,0,169,109,0,0,1,0,17,0,339,1,17,12,28.25
lisdaiq,0,0,0,53,0,518,602,0,5,0,1,85,7,1040,57,0,12,86.66666667
_jav__ed_,Javed,0,0,127,0,652,647,0,1,0,0,15,60,2721,388,5,12,226.75
deeptiihada,Deepti Hada,0,0,34,1,1417,1519,1,9,0,1,33,8,7617,491,11,12,634.75
wasim_aman,Aman Wasim,0,0,0,0,266,265,0,0,0,0,1,0,126,18,10,1,126
anjalikrishna550,@_ sa_yu_jya,0,0,22,0,266,337,0,0,0,1,0,0,0,0,12,0,0
megha_chandran_k,Megha Chandran,0,0,0,0,189,205,0,0,0,1,1,2,114,3,14,1,114
d_v_r_g,ᴅᴇᴠᴀʀᴀɢ ᴀʏᴀᴛᴀᴛʜ,0,0,52,0,408,560,0,3,0,0,57,7,1302,39,15,12,108.5
